Pos;Solution;Nombre_noeuds;Temps
GWOOXWGYWYBYGXRBBYRBGGXORYWROGYXGBGBWBOWXYWWYBRRRXOORO;;;
GWOOXWGYWYBYGXYBGRRBGRXOBRWROGYXGBGBWBOWXYWWYYBRRXOORO;;;
GWOOXWGYWYBYGXRBRBRBGBXOYRWROGYXGBGBWBOWXYWWYRGRYXOORO;;;
GWOOXWGYWYBYGXRBRBRBGBXGYYBROGOXGRGBWBOWXYWWYROWYXRORO;;;
GWWOXBGYWYBYGXRBRBRBGBXGYYBRWOOXWRGBGGOOXYWWYROWYXRORO;;;
GWOOXWGYWYBYGXRBRBRBGBXGYYBROGOXGRGBWBOWXYWWYROWYXRORO;;;
GWOOXBGGGYBYGXRBRBRORBXOYYBWYGWXGRGBWBOWXYWWYROWYXRORO;;;
YBOGXBGGGOYYBXRBRBRORBXOYYBWYGWXGRGBWOGWXWWWYROWYXRORO;;;
YBOGXBGGGOYYBXYBBYROROXORYBWYGWXGRGBWOGWXWWWYBRWRXRORO;;;
YWWGXOGGGOYYBXYBBYROROXORYBWBOWXBRGBGGGYXWWWYBRWRXRORO;;;
YWWGXOGGGOYYBXYBBYROROXORYBWBOWXWRYWGGGRXWORYBRWRXBOGB;;;
YWWGXOGGGOYYBXRBRBRORBXOYYBWBOWXWRYWGGGRXWORYROWYXBOGB;;;
YWWGXWGBWOYYBXRBRBROGBXGYYBROOOXWRYWGGGRXWORYROWYXBOGB;;;
YWWGXWGBWOYYYXROGBROGBXGYYBROOOXWRYWGGGRXROBBROWRXBYWB;;;
YRGGXGGBWOYYYXROGBROGBXGYYBRWWOXWRYWOWGOXROBBROWRXBYWB;;;
YRGOXGRBWOBGYXGOGBYRGYXGYYBRWWOXWRYWOWGOXROBBROWRXBYWB;;;
YRGOXGRBWOBGYXGOGBYRGYXGYYBRWWOXBRWBOWGYXRWWBROWRXBYOO;;;
GRGWXGRBWYRGOXGOGBYRGYXGYYBRWWOXBRWBOYOYXBWWBROWRXBYOO;;;
GRGWXGRBWYRGRXGYOBYRGYXGYYBRWWOXBRWBOYOYXGWOOROWWXBBBO;;;
GWWWXBRBWYRGRXGYOBYRGYXGYYBRYOOXYRWBGGORXGWOOROWWXBBBO;;;
YRWRXBRBWOGGGXGYOBYRGYXGYYBRYOOXYRWBGWGRXWWOOROWWXBBBO;;;
YRWRXBRBWOGGGXGYOBYRGYXGYYBRYOOXORRWGWGBXWOBOROWWXYBWB;;;
YRWRXBRBWOGGGXGYOBYRGYXGYYBRYOOXBRBOGWGWXWBYOROWWXOBRW;;;
YRWRXBRBWOGGGXGYOBYRGYXGYYBRYOOXORRWGWGBXWOBOROWWXYBWB;;;
YRWRXBRBWOGGBXGOWBYRGYXGYYBRYOOXORRWGWGBXWOWBROWGXYYOB;;;
YRWRXBRBWOGGBXGOWBYRGYXOYYWRYOYXOBGWGWGBXWOWBRRRGXOYOB;;;
YRWRXBRBWOGGGXGYOBYRGYXOYYWRYOYXOBGWGWGBXWOBORRRWXOBWB;;;
YBGRXWRBWOGGGXGYOBYRGYXOYYWRRWYXBBGWOOGYXWOBORRRWXOBWB;;;
YBGGXWGGWOYYGXRYOBRRGBXOYYWRRWYXBBGWOOGYXWOBORRRWXOBWB;;;
YBGGXYGRROYYGXRYOBRWWBXGYYWGOWRXBBGWOOGYXWOBORRRWXOBWB;;;
YBGGXRGOGOYYGXRYOBRYRBXRYYWWGWWXBBGWOOGYXWOBORRRWXOBWB;;;
YBGGXRGOGOYYGXWYRRRYROXRBRWWGWWXBBGWOOGYXWOBOYBRYXOBWB;;;
YBGGXRGOGOYYGXRYOBRYRBXRYYWWGWWXBBGWOOGYXWOBORRRWXOBWB;;;
YBGGXRGOGOYYWXRBWBRYRBXRYYWWGWWXBBGWOOGYXOOGYRRRBXOOWB;;;
YYOGXOGOGOYYWXRBWBRYRBXRYYWWBGWXRBGWWBGGXOOGYRRRBXOOWB;;;
YYOYXORBGOOGWXGBWBYRRYXRYYWWBGWXRBGWWBGGXOOGYRRRBXOOWB;;;
YGWYXBRBGOOGWXGBWBYRRYXRYYWWYOWXOBGWGRGBXOOGYRRRBXOOWB;;;
GOWRXBRBGYGGYXGBWBYRRYXRYYWWYOWXOBGWGWOBXOOGYRRRBXOOWB;;;
GOWRXBYYGYBRYXRBWBGGRGXRYYWWYOWXOBGWGWOBXOOGYRRRBXOOWB;;;
GOWRXBYYGYBRYXRBWBGGRGXGYWBWYOOXORRWGWOBXOOGYRRWBXYOWB;;;
OOWWXBYYGGORRXRBWBGGRGXGYWBWYOOXORRWGYYBXBOGYRRWBXYOWB;;;
OOWRXBROGGGGRXGBWBYWRYXGYWBWYOOXORRWGYYBXBOGYRRWBXYOWB;;;
OOWRXBROGGGGRXWBYYYWRRXGRBBWYOOXORRWGYYBXBOGYBWWGXYOWB;;;
OOWRXBROGGGGRXWBYYYWRRXGRBBWYOOXGRBOGYYWXBBYYBWWGXOORW;;;
OOWRXBROGGGGRXWBYYYWRRXBRORWYOOXGWWOGYYWXBBYYBGBGXBORW;;;
OOWRXBROGGGGRXWBYYYWRRXGRBBWYOOXGRBOGYYWXBBYYBWWGXOORW;;;
OOWRXORYWGGGRXWBYYYBGRXORBBRGOWXGRBOGYYWXBBYYBWWGXOORW;;;
OWGRXYRYWGGGRXWBYYYBGRXORBBROWWXORBOOGYGXBBYYBWWGXOORW;;;
OWGRXYRYWGGGRXWBYYYBGRXWROWROWBXOBOOOGYGXBBYYBBRGXWORW;;;
OWGRXBRWGGGGRXWBYYYBRRXOROWWYWYXOBOOOGYGXBBYYBBRGXWORW;;;
YBGGXBRWGOWGRXWBYYYBRRXOROWWYWYXOBOOORGGXGBYYBBRGXWORW;;;
YBGGXBRWGOWGRXWBYYYBRRXOROWWYWYXYBGBORGRXGWWYBBRGXOOOO;;;
YBGGXBRWGOWGRXWBYYYBRRXOROWWYWYXWBRWORGOXGOOYBBRGXYOGB;;;
YBGGXBRWGOWGRXOBRRYBRBXOBGWWYWYXWBRWORGOXGOOYYYRWXYOGB;;;
YBGGXBRWGOWGRXOBRRYBRBXRBYBWYWYXWRYWORGOXGOOYYOWWXGOGB;;;
YOOGXRRWGOWGRXOBRRYBRBXRBYBWBGYXBRYWWWGYXGOOYYOWWXGOGB;;;
YOOGXRRWGOWGWXOOGRYBRBXRBYBWBGYXBRYWWWGYXRORBYOWOXGYGB;;;
GROWXRRWGYOGGXOOGRYBRBXRBYBWBGYXBRYWWWOYXWORBYOWOXGYGB;;;
GROBXRYBGYWRGXWOGRGOROXRBYBWBGYXBRYWWWOYXWORBYOWOXGYGB;;;
YWOGXRYBGOWRWXWOGRGOROXRBYBWBGYXBRYWWBGYXRORBYOWOXGYGB;;;
YWOGXYYBWOWRWXWOGRGRGOXBBYBRRGOXBRYWWBGYXRORBYOWOXGYGB;;;
YYWGXBYBWOWRWXWOGRGRGOXBBYBRWOOXYRYWGBGRXRORBYOWOXGYGB;;;
YYWGXBYBWOWRWXWOGRGRGOXBBYBRWOOXGRGBGBGYXRWYBYOWOXRYRO;;;
YYWGXRYBGOWRWXWOGRGOROXWBYBWBOBXGRGBGBGYXRWYBYOWOXRYRO;;;
YYWGXRYBGOWRWXWOGRGOROXOBRWWBOYXGBWBGBGYXRWYBYGROXBYRO;;;
YYWOXRGOGOBYWXGOGRRWRWXOBRWWBOYXGBWBGBGYXRWYBYGROXBYRO;;;
YYWOXWGOROBYWXGOGRRYWWXBBRWGOORXGBWBGBGYXRWYBYGROXBYRO;;;
YYWOXWGOROBYYXGBRRRYWWXBBRWGOORXGBWBGBGYXRWOYYGRWXBOGO;;;
YYWOXWGOROBYYXWBGYRYWRXBRGWGOORXGBWBGBGYXRWOYBWRRXBOGO;;;
YYWOXWGOROBYYXWBGYRYWRXWRBRGOOGXGWBBGBGYXRWOYBWBRXROGO;;;
YYWOXWGOROBYYXBBRRRYWWXWBRRGOOGXGWBBGBGYXRWOYYGBWXROGO;;;
OBWYXWGORGRYBXBBRRRYWWXWBRRGOOGXGWBBGOYYXYWOYYGBWXROGO;;;
OOOYXGGORGRYBXBBRRRYWWXWBRRGYGGXOWBBWWYBXYWOYYGBWXROGO;;;
OBWYXWGORGRYBXBBRRRYWWXWBRRGOOGXGWBBGOYYXYWOYYGBWXROGO;;;
GRWBXWGORYYYOXBBRRRYWWXWBRRGOOGXGWBBGYOYXBWOYYGBWXROGO;;;
GRWBXWGORYYYOXBBRRRYWWXBBGWGOORXGBGBGYOYXBWOYYWRWXROGO;;;
GRWBXWGORYYYOXBYBRRYWWXBBGWGOORXGBGBGYOYXGWWOYWROXRBRO;;;
GRWYXWRWRYOGOXBYBRYBWYXBBGWGOORXGBGBGYOYXGWWOYWROXRBRO;;;
GRWYXWRWRYOGWXBOGRYBWYXBBGWGOORXGBGBGYOYXRWOBYWROXRYBO;;;
ORWYXWRWRGRGYXBOGRYBWYXBBGWGOORXGBGBGWYYXOWOBYWROXRYBO;;;
ORWYXWRWRGRGYXBOGRYBWYXWBRRGOOGXGWBBGWYYXOWOBYGBOXRYBO;;;
ORWYXWRWRGRGOXBYBRYBWYXWBRRGOOGXGWBBGWYYXGWYOYGBOXRBOO;;;
ORWYXWRWRGRGOXBYBRYBWYXGBRBGOORXGRWBGWYYXGWYOYBWOXGBOO;;;
OOOYXGRWRGRGOXBYBRYBWYXGBRBGYGRXWRWBWWYRXGWYOYBWOXGBOO;;;
OOOYXGRWRGRGOXBYBRYBWYXGBRBGYGRXYRRWWWYOXGOGOYBWOXWBWB;;;
OOWYXWRWRGRGOXBYBRYBWYXGBRBGOORXGRRWGYYYXGOGOYBWOXWBWB;;;
OOWYXWRWRGRGOXBYBRYBWYXBBWWGOORXGBGWGYYYXGOGOYRROXRBWB;;;
OOWYXWRWRGRGOXBBWRYBWYXBBWWGOORXGBGWGYYYXBOOYYRRGXROGB;;;
OOWYXWRWRGRGGXBOGRYBWYXBBWWGOORXGBGWGYYYXWOOBYRROXRYBB;;;
OOWYXWRWRGRGGXBOGRYBWYXGBRBGOORXGRRWGYYYXWOOBYBWOXWYBB;;;
OOOYXGRWRGRGGXBOGRYBWYXGBRBGYGRXYRRWWWYOXWOOBYBWOXWYBB;;;
OOOYXGRWRGRGGXOOBYYBWGXGRBBGYGRXYRRWWWYOXWOOBBYWRXWYBB;;;
OOOYXGRWRGRGGXOOBYYBWGXGRBBGYGRXWRBBWWYRXWWYBBYWRXOYOO;;;
OOOOXGGRRGGYGXBOBYRYWWXGRBBGYGRXWRBBWWYRXWWYBBYWRXOYOO;;;
YWOWXGGRROOYOXBOBYRYWWXGRBBGYGRXWRBBWGGRXGWYBBYWRXOYOO;;;
YWOWXGGRROOYOXBOBYRYWWXGRBBGYGRXOROOWGGBXGBWBBYWRXYYRW;;;
YWOWXRGYGOOYOXBOBYRGRWXRRBBWGGYXOROOWGGBXGBWBBYWRXYYRW;;;
YGGWXOGYGOOYOXBOBYRGRWXRRBBWBWYXGROOORGWXGBWBBYWRXYYRW;;;
OOGOXOGYGGGYRXBOBYRGRWXRRBBWBWYXGROOOWYWXGBWBBYWRXYYRW;;;
OBWOXGGYGGGYRXBOBYRGRWXRRBBWWOYXWROOGOYOXGBWBBYWRXYYRW;;;
OOGOXOGYGGGYRXBOBYRGRWXRRBBWBWYXGROOOWYWXGBWBBYWRXYYRW;;;
OOGOXOGYGGGYRXBOBYRGRWXYRYWWBWBXGBROOWYWXGBWBBORRXYYRW;;;
OOGOXOGYGGGYRXROOBRGRBXYYBWWBWBXGBROOWYWXGBWBRWRYXYYRW;;;
OOGRXOYGGGBRRXGOOBGORYXYYBWWBWBXGBROOWYWXGBWBRWRYXYYRW;;;
YGGWXOYGGOORRXGOOBGORYXYYBWWBWBXGBROORGWXBBWBRWRYXYYRW;;;
YGGOXOGYGOGYRXWOOBRGROXYYBWWBWBXGBROORGWXBBWBRWRYXYYRW;;;
YGGOXGGYROGYRXWOOBRBWOXBYBWGYWOXGBROORGWXBBWBRWRYXYYRW;;;
YYWOXGGYROGYRXWOOBRBWOXBYBWGWOOXRBROGGGGXBBWBRWRYXYYRW;;;
YYWOXOGWGOGYRXWOOBRGROXYYBWWBOBXRBROGGGGXBBWBRWRYXYYRW;;;
YYWOXOGWGOGYRXYOWRRGROXYBWWWBOBXRBROGGGGXBBWBYORBXYYRW;;;
OGWRXOGWGGBYGXYOWRRGROXYBWWWBOBXRBROGOYGXYBWBYORBXYYRW;;;
OGWRXOGWGGBYBXYYRRRGROXYBWWWBOBXRBROGOYGXWBGOYORWXYBYW;;;
YWWOXOGWGOGYRXYYRRRGROXYBWWWBOBXRBROGBGGXBBGOYORWXYBYW;;;
YWWOXOGWGOGYRXYYRRRGROXYBWWWBOBXGBGBGBGYXBWYOYORWXRBRO;;;
YWWOXOGWGOGYRXYYRRRGROXYBWWWBOBXRBROGBGGXBBGOYORWXYBYW;;;
YWWGXOROGOWGRXOYRRYYRGXYBWWWBOBXRBROGBGGXBBGOYORWXYBYW;;;
YWWGXBRBWOWGRXOYRRYOGGXOBWWRYOYXRBROGBGGXBBGOYORWXYBYW;;;
YGGGXBRBWOWGRXOYRRYOGGXOBWWRWWYXBBROORGYXBBGOYORWXYBYW;;;
YGGGXBRBWOWGRXWYOYYOGRXOROWRWWYXBBROORGYXBBGOBGRWXYBYW;;;
YGGWXBGWWORYRXOYOYRGGBXOROWRWWYXBBROORGYXBBGOBGRWXYBYW;;;
YGGWXBGWWORYRXOYBRRGGGXOBWWRWWYXBBROORGYXBBGOYOROXYBYW;;;
GBGRXBGWWYGYWXOYBRRGGGXOBWWRWWYXBBROOROYXRBGOYOROXYBYW;;;
GBGGXBRGWYWGWXRYBRYOGGXOBWWRWWYXBBROOROYXRBGOYOROXYBYW;;;
GBGGXBRGWYWGGXRORRYOGGXOBWWRWWYXBBROOROYXYBOBYORWXYYBW;;;
GBGRXBGWWYGYGXOORRRGGGXOBWWRWWYXBBROOROYXYBOBYORWXYYBW;;;
YGGGXBGWWOYYRXOORRRGGGXOBWWRWWYXBBROORGYXBBOBYORWXYYBW;;;
YGGGXBGWWOYYRXOORRRGGGXOBWWRWWYXOBYBORGBXBWYBYORWXBYRO;;;
YGGGXBGWWOYYRXWOOYRGGRXOROWRWWYXOBYBORGBXBWYBBGRWXBYRO;;;
YGGGXBGWWOYYWXWYRYRGGRXOROWRWWYXOBYBORGBXOWROBGRYXBBBO;;;
YGGGXBGWWOYYWXYYGBRGGRXOYWWRWWYXOBYBORGBXOWRORRROXBBBO;;;
GOGRXBGWWYGYGXYYGBRGGRXOYWWRWWYXOBYBOWOBXYWRORRROXBBBO;;;
GWWRXOGWWYGYGXYYGBRGGRXOYWWRBOYXWBYBGBOOXYWRORRROXBBBO;;;
GWWRXOGWWYGYRXYOYBRGGRXOYWWRBOYXWBYBGBOOXBWOBRRRGXBYGO;;;
GBORXWGWWYGYRXYOYBRGGRXOYWWROGYXBBYBWOOWXBWOBRRRGXBYGO;;;
GBORXWGWWYGYGXYYGBRGGRXOYWWROGYXBBYBWOOWXYWRORRROXBBBO;;;
GWWRXOGWWYGYGXYYGBRGGRXOYWWRBOYXWBYBGBOOXYWRORRROXBBBO;;;
GWWYXOYGWYRRGXGYGBGRGWXOYWWRBOYXWBYBGBOOXYWRORRROXBBBO;;;
OYWBXOYGWGWRYXGYGBGRGWXOYWWRBOYXWBYBGGYOXRWRORRROXBBBO;;;
OYWGXORWWGWGYXRYGBYBGGXOYWWRBOYXWBYBGGYOXRWRORRROXBBBO;;;
OYWGXORWWGWGYXRYGBYBGGXYYYBRBOBXWRRBGGYOXRWROROWOXWBBO;;;
OYWBXOYGWGWRYXGYGBGRGWXYYYBRBOBXWRRBGGYOXRWROROWOXWBBO;;;
OYWBXOYGWGWRYXGYGBGRGWXYYYBRBOBXRROWGGYBXROWOROWOXWBRB;;;
OYWBXOYGWGWRYXGYGBGRGWXYYYBRBOBXWRRBGGYOXRWROROWOXWBBO;;;
OOGBXGYGWGWRYXGYGBGRGWXYYYBRYWBXORRBOWYBXRWROROWOXWBBO;;;
OOGBXGYGWGWRRXGORBGRGWXYYYBRYWBXORRBOWYBXBWOBROWYXWYGO;;;
OOGBXGYGWGWRRXGORBGRGWXRYBRRYWWXOWOBOWYBXBWOBRYBYXYYGO;;;
OBOBXWYGWGWRRXGORBGRGWXRYBRROGWXGWOBWOYYXBWOBRYBYXYYGO;;;
OBORXWGWWGGYRXBORBRGGWXRYBRROGWXGWOBWOYYXBWOBRYBYXYYGO;;;
OBOBXWYGWGWRRXGORBGRGWXRYBRROGWXGWOBWOYYXBWOBRYBYXYYGO;;;
OBOBXWYGWGWRRXGORBGRGWXRYBRROGWXOWYWWOYGXBOYBRYBYXGYOB;;;
OBOBXWYGWGWRRXYOYRGRGRXRBGRROGWXOWYWWOYGXBOYBYWBBXGYOB;;;
OBOBXWYGWGWRRXYOYRGRGRXRBGRROGWXGWOBWOYYXBWOBYWBBXYYGO;;;
YBOOXWYGWOBRBXYOYRGRGRXRBGRROGWXGWOBWRGYXWWOBYWBBXYYGO;;;
YBOOXWYGWOBRBXBOWYGRGYXRRYRROGWXGWOBWRGYXWWOBBRBGXYYGO;;;
GWORXWYGWYBROXBOWYGRGYXRRYRROGWXGWOBWBOYXBWOBBRBGXYYGO;;;
GWORXRYRGYBROXBOWYGWRYXORYRWGGWXGWOBWBOYXBWOBBRBGXYYGO;;;
GWORXWYGWYBROXBOWYGRGYXRRYRROGWXGWOBWBOYXBWOBBRBGXYYGO;;;
GWORXWYGWYBROXYOYRGRGRXRBGRROGWXGWOBWBOYXBWOBYWBBXYYGO;;;
GWORXWYGWYBROXYOYRGRGRXRBGRROGWXYWGOWBOOXBBGBYWBBXOYYW;;;
GWORXWYGWYBROXYOYRGRGRXGBWWROGOXYBWOWBOOXBBGBYRRBXGYYW;;;
GWOYXWRBWYRGOXROYRYRGGXGBWWROGOXYBWOWBOOXBBGBYRRBXGYYW;;;
OBOBXWRBWGWGYXROYRYRGGXGBWWROGOXYBWOWOYOXRBGBYRRBXGYYW;;;
OOGBXYRBWGWGYXROYRYRGGXGBWWROWOXOBWOOWYBXRBGBYRRBXGYYW;;;
GWGYXYRBWYRGWXROYRYRGGXGBWWROWOXOBWOOBOBXOBGBYRRBXGYYW;;;
GWGYXYRBWYRGBXRYYRYRGGXGBWWROWOXOBWOOBOBXYBWOYRRGXGBOW;;;
GWGYXYRBWYRGBXRYYRYRGGXWBOBROWGXORROOBOBXYBWOYGWGXWBOW;;;
GWGYXRRWGYRGBXRYYRYGRGXOBOBWBWYXORROOBOBXYBWOYGWGXWBOW;;;
GWGYXRRWGYRGBXRYYRYGRGXOBOBWBWYXWRBBOBOOXYWWOYGWGXOBRO;;;
OYGBXRRWGGWGYXRYYRYGRGXOBOBWBWYXWRBBOBYOXRWWOYGWGXOBRO;;;
OYGBXRRWGGWGYXRYYRYGRGXOBOBWBWYXWROWOBYRXROOOYGWGXWBBB;;;
OYGBXRRWGGWGYXRYYRYGRGXOBOBWBWYXORROOBYBXRBWOYGWGXWBOW;;;
OYGBXRRWGGWGYXGYGYYGRYXORRBWBWYXORROOBYBXRBWOBGWOXWBOW;;;
OYGBXRRWGGWGYXRYYRYGRGXOBOBWBWYXORROOBYBXRBWOYGWGXWBOW;;;
GWGYXRRWGYRGBXRYYRYGRGXOBOBWBWYXORROOBOBXYBWOYGWGXWBOW;;;
GWGRXRGRGYGYBXGYYRRYRWXOBOBWBWYXORROOBOBXYBWOYGWGXWBOW;;;
GWGRXYGBWYGYBXGYYRRRGWXRBOBROWYXORROOBOBXYBWOYGWGXWBOW;;;
GWGRXYRWWYBGBXRYYRYGGGXRBOBROWYXORROOBOBXYBWOYGWGXWBOW;;;
GWGRXYRWWYBGWXROYRYGGGXRBOBROWYXORROOBOBXOBGBYGWBXWYYW;;;
GWGRXYRWWYBGWXROYRYGGGXRBYRROWWXOWGOOBOBXOBGBYRBBXOYYW;;;
GWGRXYGBWYGYWXGOYRRRGWXRBYRROWWXOWGOOBOBXOBGBYRBBXOYYW;;;
OOGBXYGBWGWYRXGOYRRRGWXRBYRROWWXOWGOOWYBXGBGBYRBBXOYYW;;;
OOWBXOGBWGWYRXGOYRRRGWXRBYRRBOWXWWGOGYYOXGBGBYRBBXOYYW;;;
OOWBXWGBRGWYRXGOYRROWWXBBYRGRORXWWGOGYYOXGBGBYRBBXOYYW;;;
OOWBXOGBWGWYRXGOYRRRGWXRBYRRBOWXWWGOGYYOXGBGBYRBBXOYYW;;;
OOWBXOGBWGWYRXGOYRRRGWXRBYRRBOWXGWOBGYYYXGWOBYRBBXWYGO;;;
OOWBXOGBWGWYOXGBGRRRGWXRBYRRBOWXGWOBGYYYXGWBYYRBRXWOYO;;;
OOWBXOGBWGWYBXGYGRRRGWXRBYRRBOWXGWOBGYYYXYWROYRBOXWBGO;;;
OOWBXOGBWGWYBXYYWBRRGRXRYORRBOWXGWOBGYYYXYWRORGBGXWBGO;;;
OOWBXOGBWGWYBXYYWBRRGRXRYORRBOWXWWGOGYYOXYBGORGBGXRBYW;;;
YYWYXOGBWOOYBXYYWBRRGRXRYORRBOWXWWGOGBGOXWBGORGBGXRBYW;;;
GWWBXOGBWYYYYXYYWBRRGRXRYORRBOWXWWGOGBOOXOBGORGBGXRBYW;;;
GWWYXOYYWYRRYXRYWBGBGBXRYORRBOWXWWGOGBOOXOBGORGBGXRBYW;;;
GWWBXOGBWYYYYXYYWBRRGRXRYORRBOWXWWGOGBOOXOBGORGBGXRBYW;;;
GOGBXBGBWYYYYXYYWBRRGRXRYORRWWWXOWGOOWOBXOBGORGBGXRBYW;;;
GWWBXOGBWYYYYXYYWBRRGRXRYORRBOWXWWGOGBOOXOBGORGBGXRBYW;;;
GWWBXOGBWYYYYXYYWBRRGRXGYRBRBOOXWRROGBOOXOBGORGWGXWBYW;;;
GWWBXOGBWYYYYXRYRYRRGGXGRGBRBOOXWRROGBOOXOBGOBWWYXWBYW;;;
GWWBXOGBWYYYYXRYRYRRGGXWRWWRBOGXWBGOGBOOXOBGOBRRYXOBYW;;;
GWWRXOYYWYGRYXRYRYGBGBXWRWWRBOGXWBGOGBOOXOBGOBRRYXOBYW;;;
GWWBXOGBWYYYYXRYRYRRGGXWRWWRBOGXWBGOGBOOXOBGOBRRYXOBYW;;;
YYWYXOGBWOOYBXRYRYRRGGXWRWWRBOGXWBGOGBGOXWBGOBRRYXOBYW;;;
OOWBXOGBWGWYBXRYRYRRGGXWRWWRBOGXWBGOGYYOXYBGOBRRYXOBYW;;;
OOWBXOGBWGWYBXRYRYRRGGXRRORRBOWXWWWOGYYOXYBGOBGBYXGBYW;;;
OOWBXOGBWGWYGXROYYRRGGXRRORRBOWXWWWOGYYOXYBYBBGBBXGYRW;;;
OOWRXORGWGBGGXBOYYYRGWXRRORRBOWXWWWOGYYOXYBYBBGBBXGYRW;;;
OBORXWRGWGBGGXBOYYYRGWXRRORROGWXYWWOWOYOXYBYBBGBBXGYRW;;;
OBORXWRGWGBGGXBOYYYRGWXGRGBROGOXYRROWOYOXYBYBBWWBXWYRW;;;
YYOOXWRGWOBGRXBOYYYRGWXGRGBROGOXYRROWGGOXBBYBBWWBXWYRW;;;
YYOOXWRGWOBGRXBOYYYRGWXWRWWROGGXYBGOWGGOXBBYBBRRBXOYRW;;;
YYOOXWRGWOBGYXBBBYYRGWXWRWWROGGXYBGOWGGOXRBBYBRRRXOOYW;;;
YYOOXWRGWOBGYXBBBYYRGWXRRORROGWXYWWOWGGOXRBBYBGBRXGOYW;;;
OBOYXWRGWGRGGXBBBYYRGWXRRORROGWXYWWOWOYOXYBBYBGBRXGOYW;;;
OBOYXWRORGRGGXBBBYYWWWXGRORGRGRXYWWOWOYOXYBBYBGBRXGOYW;;;
OBOYXRRRGGRGGXBBBYYWRWXORORWGGWXYWWOWOYOXYBBYBGBRXGOYW;;;
OBOYXRRRGGRGGXBBBYYWRWXGRGBWGGOXYROOWOYOXYBBYBWWRXWOYW;;;
OBOYXRRRGGRGGXRBWBYWRBXGYBBWGGOXYROOWOYOXYBBYRWWGXWOYW;;;
OGGYXYRRGGRGGXRBWBYWRBXGYBBWOWOXOROOORYBXYBBYRWWGXWOYW;;;
OGGYXOROWGRGGXRBWBYYGBXRYBBRGWWXOROOORYBXYBBYRWWGXWOYW;;;
OGGYXYRRGGRGGXRBWBYWRBXGYBBWOWOXOROOORYBXYBBYRWWGXWOYW;;;
OGGYXYRRGGRGGXRBWBYWRBXOYORWOWWXOWWOORYBXYBBYRGBGXBOYW;;;
OGGYXYRRGGRGGXRBWBYWRBXOYORWOWWXBWBBORYYXYWBYRGBGXOOWO;;;
YYGRXYRRGOGGYXRBWBYWRBXOYORWOWWXBWBBOGGYXRWBYRGBGXOOWO;;;
YYGRXYRRGOGGYXRBWBYWRBXBYWWWOWOXBBGBOGGYXRWBYRORGXOOWO;;;
YYGRXYRRGOGGYXWBBYYWROXBRGWWOWOXBBGBOGGYXRWBYBWRRXOOWO;;;
YYGRXYRRGOGGYXWBBYYWROXBRGWWOWOXOBWOOGGGXRBBYBWRRXBOYW;;;
GRGGXYRRGYYGRXWBBYYWROXBRGWWOWOXOBWOOYOGXGBBYBWRRXBOYW;;;
GRGGXYRRGYYGRXRBWBYWRBXBYWWWOWOXOBWOOYOGXGBBYRORGXBOYW;;;
GRGGXYRRGYYGRXRBWBYWRBXBYWWWOWOXBBYWOYOWXGOOYRORGXBOGB;;;
GRGGXYRRGYYGRXGBORYWRWXBBRWWOWOXBBYWOYOWXGOOYYBRWXBOGB;;;
GRGGXYRRGYYGRXGBORYWRWXYBOBWOWBXBRBWOYOWXGOOYYBWWXROGB;;;
GRGGXYRRGYYGOXGYGRYWRWXYBOBWOWBXBRBWOYOWXGOWOYBWRXRBOB;;;
GRGGXYRRGYYGWXGOGRYWRWXYBOBWOWBXBRBWOYOWXOORBYBWOXRYGB;;;
GRGGXYRRGYYGWXGOGRYWRWXYBOBWOWBXRRWOOYOGXOBRBYBWOXBYBW;;;
OOGYXYRRGGRGGXGOGRYWRWXYBOBWOWBXRRWOOWYGXYBRBYBWOXBYBW;;;
OOGYXYRRGGRGOXGYBRYWRWXYBOBWOWBXRRWOOWYGXGBGOYBWRXBBYW;;;
OOGYXYRRGGRGOXGYBRYWRWXYBOBWOWBXGRGBOWYYXGWBOYBWRXRBWO;;;
OOGYXYRRGGRGOXOYWBYWRBXYYRBWOWBXGRGBOWYYXGWBORBWGXRBWO;;;
OOGYXYRRGGRGOXRYBYYWRBXYRGBWOWBXGRGBOWYYXGWBOBWWOXRBWO;;;
OYOYXWRRGGRGOXRYBYYWRBXYRGBWOGBXYRGBWGYOXGWBOBWWOXRBWO;;;
OYOYXWRRGGRGOXRYBYYWRBXYRGBWOGBXBROWWGYWXGOROBWWOXYBGB;;;
OYOYXBROWGRGOXRYBYYWGBXRRGBRYGWXBROWWGYWXGOROBWWOXYBGB;;;
OYOYXBROWGRGOXOYWBYWGBXRYRBRYGWXBROWWGYWXGORORBWGXYBGB;;;
GROOXBROWYGGGXOYWBYWGBXRYRBRYGWXBROWWYOWXYORORBWGXYBGB;;;
YGOGXBROWOYGYXOYWBYWGBXRYRBRYGWXBROWWOGWXRORORBWGXYBGB;;;
YGOGXBROWOYGRXOORBYWGBXRYRBRYGWXBROWWOGWXGOGBRBWYXYYWB;;;
YGOWXBYBWOORRXGORBGOGYXRYRBRYGWXBROWWOGWXGOGBRBWYXYYWB;;;
YGOGXBROWOYGRXOORBYWGBXRYRBRYGWXBROWWOGWXGOGBRBWYXYYWB;;;
YGOGXBROWOYGRXOORBYWGBXOYWRRYGYXBWBWWOGWXGOGBRRBYXRYWB;;;
YGOWXBYBWOORRXGORBGOGYXOYWRRYGYXBWBWWOGWXGOGBRRBYXRYWB;;;
